Banglish,Hate
rahul bhai apni jodi debakorke sobceye age kapher er sngggna ta sothik bhabe bojhatentahole bishoyta aro porishkar hoto sobar kache,Religious
tora hindura holi guhabasiadimojuge pore achhistoder nunu shibolingger moto dekhte hoye jabe tokhon abar toder shib kosto pabe,Religious
amader dhorme achhe kon pujate taka deya islam shoriyte jayej noyo,Religious
islam birodhi kotha je bolobe takei boykot korte hobe,Religious
bhobishyo puran hinduder dhormogrontho jodi hoye thake ebong sei grnthe jyoti mohammder nam ullekh thake je mohammd name ekjon dakater abirbhab hobe tahole 100 mene nite kono osubidha nei je hindudhormo ekti sotto dhorm,Religious
kuoar kotha ki bolen se to kapher,Religious
tui protibad korte dekhobi na harami karon tui holi malauner baccha mayanmarer rohingganer jonno amader bishwbiddaloyer chhatrra andolon kortachhi ar tui malauner bacchara facebooke aisa protibad maraso tor moto kichhu harami achhe jara saradin toylete boisa hindu muslim bibhed lagas rohinga jonno mittha mayakanna kadoso haramir baccha,Religious
tui ekta subidhabadi tui hindu o na abar muslim o na tui ekta nastik,Religious
rahul bhai dada ke bolen hindu dhorme murti puja kora kon jaygay jayej achhe,Religious
khankir pola charaler bacchara nijego chodainna dhormo re age chin thik moto,Religious
ekhane jot malaun achhe sobar ma bon der pakistanira chode pakistan jindabad,Religious
gojamil diye ki dhormo chole sob chholochhaturi,Religious
are shuyor tor namer sheshe rohoman ta tui bodolas na ken islam niya et chulokayo ar islami nam rakhar karne tor chulakayo na,Religious
dorjar kachher ghash grute khay na taito onyanyo desher lok muslim holeo indiyar lok muslim hocche naalohamodulillah tarai soubhagyban jara islam dhormo grohon koreche,Religious
toder dhorme to brhma nijer maiya sorswtire chhudochhil,Religious
muhammd chudaile tumar ki tumake to chudai nai tumi onolaine et bog bog kor ken,Religious
sala malaun tor mare chudi,Sexual
masoallah nastiker uchid shikkha diyechheno,Religious
koran ekta emon grntho bolar somoy onyo kaj kore onyoei jonno ami islam ttg korechhi,Religious
hindura nastikder gali dey na kintu mollara gali dey karon ki,Religious
toder purohitoder ami hingsa korire toder seksi swrsotir sathe oi byata ekai sex kore mondire rate lukiye lukiye,Religious
janen ki droupodi purbo jonme 14 gun sompnno swamir bor cheyechhil mohadeber kache 14 ti gun eksathe kono manusher moddhe thakte pare na,Religious
porokkhbhabe edeshe islam dhormo nishiddho korlo hasina sorkar awamilig,Religious
tumi soh tomar ei grup mone hoyo ihudi tai tomader emon ahwan karon kon sottikarer muslim kon muslimke bhalo kon kaj theke birt thakar ahwan janayna bujhechh malauner jato,Religious
boka chhele bhul bhalo bochon diso shiboi shreshtho janis na,Religious
bed er ortho gyan kintu apni puro i oggno nijer dhormo ta i janen na hindu dhormo ta kei janun age,Religious
durga puja hindu dhormei sarbjonin noyo onyo dhormer jonno sarbjonin hoyo kibhabe,Religious
kokhon na amader moshjide karor baper khomota nei gan diye nach gan korar ar amader eder matheo na,Religious
tahole ki apnader dhormer niyom eta je jodi ekjon poribare char pach jon bhai thake ar tader moddhe jodi je keu ekjon biye korle tahole eta theke sobai bhag pabe,Religious
sala malauner baccha torko na kore ja lota pata diye gher diye toylet bana torato beshirbhag manush toyleter obhabe khola jaygay paykhana korochh,Religious
ederke kono galigalaj korbo na karon amra musolimo eder bichar amar allah nije korbeno,Religious
sudhu asam na poshchimbongo theke o ei jehadi musolmander khedano hobe,Religious
bharote musolmander sathe jei achoron korebangladesher musolman jodihinduder sathe erukom achoron korteekjon hindu o tikote parto na,Religious
pujayo hinduder cheye muslim chhele meyekei nachanachi beshi korte dekha jay,Religious
ei malaun pobitro kurane agun diyechhe or fasi chai,Religious
hindu mane oshantir dhormotarai musolmanderke nirjatito korche,Religious
mahir kopale tilok musolmander moddhe toloparo,Religious
kangladesher muslim dom achhe to bharote kore dekha toder garo fatiye debo,Religious
toder shib chilo ekta nopungsok tar sontan utpadon korar mot birjo chilo na tai se durgar bhoday thapaileo kon labh hoit na,Religious
ami je toder sajano gujano hot seksi durga swrsoti ar aphrikan nigro kalike dekhe hat merechhi hisab nei,Religious
malaun ra dekh allahor gjob ki bhabe hoyo,Religious
ei malaunore guli koro keu,Religious
islam dhormo niye dhabi shikkhker drishtta asosalamu alaikum allah haphej bola jamayat o jonggibader shikkha,Religious
simanto hotta nyaj panir hisyo soh bibhinno bhabe amader obhantrin bishoye nak glanor jonno malaunotake grephotar kora hok,Religious
toder agakadar dhormo hol potitar dhorm,Religious
hindu mane oshantir dhormo tarai musolmanderke nirjatito korche,Religious
medhabi jokhon shibir hoyojokhon madokasokto hoyo tokhon esob ghotobe abaro,Religious
tumi soh tomar ei grup mone hoyo ihudi tai tomader emon ahwan karon kon sottikarer muslim kon muslimke bhalo kon kaj theke birt thakar ahwan janayna bujhechh malauner jat,Religious
opu opu apni onek mittha kotha bolen apni ekta onushthane ese bolechen apni namaj pore bat apni oidin dekhlam nijer mukhe bolechen apni hindu kintu eta kemon kotha apu nije bolen namaj poren ekhon muslim honoekhon dekhi apni hindu bat mittha bolar ki achhe,Religious
malauner jat dandi manei bhitu,Religious
allah mmajik er moto kaj kore naallah bhuya,Religious
tor jodi hedame kulai taile ekta bhul proman koira dekha naile tor ma durgar bhoda lale lal banaiya phalamu,Religious
niuj dekhe kichhui bolar nai sudhu hotobak hoi amader niriho musolimoder mere shesh kore dicchhe tate kon shok nai matha bytha nai othocho malaunder jonno unar shok hoyo abar uni nijeke muslim dabi kore chi chi chi hasina,Religious
americar rashtrpoti donaldo trump bole diyechhe muslim atonkbadi,Religious
gorur gu kheye eder mathay gobore bhore geche toder moto faltu dhormo ar kono dhormo nai,Religious
dudin age onyo dhormo theke churi kora jinis niye jader jonmo tara naki amader dhormo somporke gyan dey,Religious
ei bojjat mohilar sathe sathe jatishongo mohasochiber o podottag kora uchit bole mone kori ken barma ke kora hocche na tomader moto malauner bacchara to chao je musolmanera shesh hoye jak opekkha koro imam mehedi ar esa ah khub taratari ashtese toder ke jahanname pathanor jonno,Religious
nastik der mukhe kukuro prsrab korte ghrina bodh kore ar bhalo manush to aro beshi kore tader ghrina kore ontr theke,Religious
amader desher je sokol alem namddhari murkho gono dkotor jakir nayek ke kharap bhabetara jakir nayeker jutar bojha bohon korar juggota rakhe na,Religious
boro bal phalaichhe ken kinoleba ki malaun er bacchara,Religious
hinduder kajoi holomusolin namddhari aidi baniye nastikder sathe mishe islamke gali deya,Religious
he medam apni to 90 bhag musolmander desher musolomanoderi chhaporto denna,Religious
tor mitiyai gusoti chudi tore ke bolche bodare giye sobad hochhar korar jon malauner bachha,Religious
islam mane oshanti dhormo,Religious
1948 saler haydrabader sei gopon muslim gnohotta ja ajo bhulote parena bharoter niriho mojolum muslimra,Religious
magir basa koi allahor gjob porbe allah bujhar touphik din,Religious
murkher sathe torko kora islame to nishedh,Religious
isokon ki ke tader chalay,Religious
hindu bhai ta go mot kheye ashche hindu bhai der lojja khub kom,Religious
jumar dine jhogra korche masko ebong tupi niye arek jon ese tader jiggnasa kore duijoneri dari kothay,Religious
are shalara musholimora poshu noy malaunorai poshu bouddhra ken tobe muslimderke marche,Religious
nijer allah ri choritrta dekh 72 hurer lobhe tora ondhoye achhis,Religious
sala malaun shesh kore pheluk kashmire onek musolimoder hotta koreche pakistan jindabad,Religious
mayanmare jebhabe muslimderke bitarit kortese thik sei bhabe edesh theke hindu namok malaunder ke bitarit kora uchit,Religious
ei malauner bacchara bharoter dalal salara,Religious
toder somossha ki malauner dol,Religious
ekjon sadharon musolman bhai hindu dhormo niye ja janenkon hindu guruo ta janena,Religious
hinduder sobceye boro somossha hindura nijera tader dhormiyo grntho pore na,Religious
rokto jokhon diyechhi aro debo murti banano bondho korbo,Religious
bolunot hindu chelera modirer barenda mod khay o juya khele ken,Religious
etto latthi khaiyao tor swikar korte somossha hoyo je amar islam mohan amar allah mohan ar amar nobi mohan,Religious
nastikra kotha bolar somoy hase ar mouminora kotha bolar somoy cheharaj rag bhese uthe bujhlam na karnota,Religious
islam niye je kharap montbyo korbe ebong islamer birodhita korbe ei jalimoder banglar jomine tader ke chharo deya jabe na,Religious
amar islam niye keu baje kotha bolle amar kolijar bhitor agun jwle uthe,Religious
bejonmamidiya malauner pokkho niya pakistaner baloo chhirte parbena malaunra mut khaoyar jat muter kono bhitamin nai,Religious
kon somossha nei ar koyek din por bolobe khristaner kache giye bolobe ajhari boro alem naki choto alem,Religious
amar jibon amar kache amar jiboner upor kauke odhikar deini ami eta amar ekanto byktigt apnader dhormo apnara koren,Religious
upore kichhu kukur gheu gheu korchhemalaun malaun mone hoy,Religious
toder jot dhormguru achhe open chalenjo thakolo dibete bosar jonno chhorachhori hoye jabe sob,Religious
muslim kokhono juto churi korena borong juto chor i musulli seje moshjide dhoke,Religious
hindu joto din khali nijer sarther kotha bhabobe totodin hindu der opor otachar hobesala ekti atokobadi dhormo,Religious
duhkhit amra musolimoder chakri dei na,Religious
jakir sontrasi karjkolap er sathe jukto se dhormer ki byakhya debe,Religious
masudobhai islam jodi sotti hoto mollara aj bibhrantir moddhe thakto na,Religious
malaun ka bacha oi ta haisonar bangla noyo paikostanoar oita podma nodi noypaikosotan am elo pharakka chalu kor et par ichhol tor go matara,Religious
namajer kotha shunle apnar phate keno,Religious
aj theke bocchor age aminul islam bulobul ekai toder sathe ran korechilo tokhon to tui nijei dole chhile shala malaun gaja beshi khaichhe,Religious
allah sokol ohngkarike uchit shikkha diyechhen dicchhen ebong bhobishyteo dibeno,Religious
pherdous bhai prokrito pokkhe ekjon dhormndho prokrito murkho manusho nije atttushtite bhoga loko,Religious
arjo ra asar pore bed chalu hoyeche arjo ra bohiragt chhileno,Religious
bhalo achi bhalo thakobo malauner jonno tikit katobo mor malauner baccha ebar toder pachay agun de,Religious
amader deshe dari rakhole pulishe dhore othocho akherate dari na rakhar jonno allah dhorbe se chinta kore na,Religious
deikhen bro nijer puter boure abar chudte jaiyen na eida 600 sal na jonogne gnopitoni dibo ei juge 6 bochhorer shishur loge chudachudi korle,Religious
chore chore masotut bhai nastik ar dhormo bebshayi eksathe tai,Religious
amader dhorme ei sex odidikto nobi ke ken dhokano hocche je kina sex korar jonno 6 bochhorer meye biye kore,Religious
judisiyal hottar puroshkar ebong dhormnirpekkho rastar proman korte bangladesher kulangagar es ke sinoha,Religious
bangladesher hindura ekhono beheshote achhetui ki janiso,Religious
islam dhormo jemon ekta bhondami temoni bonggo bhobone arbi sura likhe rakhatao ekta bhondami munotachher mamun,Religious
torar to prttek pode pode nobir lucchaminijer puter boudare chharlo na picchi ekta meye tar bondhur meye tare porjnto deikha lobh samolaite parlo na,Religious
eitai to islam dhormer niyom tai na onyo dhormoke ninda kora eita bujhi islam dhormer korane likha achhe onnoder dhormoke niye somalochona kora jotosob pagoler karkhana,Religious
muslim dhorme meyeder juggo somman deya hoyo naoderke chasher jomir shonge tulona kora hoyobhoger ponno hisabe bhaba hoy,Religious
tui protibad korte dekhobi na harami karon tui holi malauner baccha mayanmarer rohingganer jonno amader bishwbiddaloyer chhatrra andolon kortachhi ar tui malauner bacchara facebooke aisa protibad maras tor moto kichhu harami achhe jara saradin toylete boisa hindu muslim bibhed lagas rohinga jonno mittha mayakanna kados haramir baccha,Religious
mayanmare rohinga opor nirjaton cholche besh koyek bocchor dhorei sale ei niye onekobari likhechhi kintu erporeo barbar bola hoyeche rohinga opor nirjaton niye ami naki jotheshto poriman likhi ni jara bolechen tader prphaile dhukolei dekhte pacchhi hinduder malaun bole galagali kore tader desh chere bharote chole jaoyar poramorsho tara diyechheno rohinga opor nirjatoner protibad hisebe desher bouddhder jobai korar prttyo tara bykto korechheno sei sathe nana desher chhobi songroho kore seguloke rohinga opor nirjatoner chhobi bol,Religious
mohammd onek meye jor jobosoti bhog korechheebng or moto keu morn jontna bhog kore nai tai manobojati nari bhog korar kotha chintao korben na,Religious
bortoman awamilig ta ekta nastik dole porinot hoyeche,Political
jekhane nastik sekhane juta mar,Religious
nastik desher jonno humokinastik puro prithibir jonno humki,Religious
hindura dekhben ora bolobe muslimderke je amader dhormo niye kono kotha bolobe na kenona ora vua pay kenona oder dhormogrontho oder biruddhe jayo ora dhormogrontho mene chole na,Religious
hindura abar manush naki eder esob bujhayo labh nai emoneo jahanname jabe omoneo jabe,Religious
shuyorer bacchagali dilam na bhala hoye ja nobir sommane aghat anole jobai diya dibo,Religious
toder krishnr saradin nengta meye niye rasolila kortotoder krishno bhogban hoye kibhabe saradin nijer srishtir sathe nengta hoye pore thakto,Religious
agami 25 boishakh theke hojorot rbindrnath thakur salallahu laralappa r nameo orsh palon koris,Religious
mamunul hok saheb ke jara rajakar bole tara sokole nastik,Religious
jara goser nam diyechhe giphot moder nam diyechhe ddanso suder nam diyechhe intaresto jara tara murtir nam diyechhe bhaskrjo erai desher nastik,Religious
bhai rahul kar sathe dibet korte jan ekta pagoler sathe je kina nijer dhormo somporke kon dharona nei,Religious
tor moton harami prdhanomonoeir dike na dekhe rasotar nerikuoir dike chaile mone shanti lage mayanmarer musolimoder hotta nirjaton korche tor kon bokotobyo naiar joditor modi boyphrender jati malaunder hotta korto tahole desher senabahinike judwer jonno prstt thakar nirdesh dito,Religious
ei hindu dada ggnaner opushtijonit roge bhugechhen,Religious
islam bidweshi nastik blgar asiph mohiuddiner fasi chai,Religious
bangali hindurai bhitu choda tai nunu kata pisolamik shuyorgulo oder ottachar kore,Religious
jokhon murtipuja hot tokhon tomader allahoke ghumacchhilen ken murti bhangote allah nije asenoni,Religious
apni kobe hindu jamate jog dilen ajokal to dekhchi talebanite hindura pakidero chhariye jabe,Religious
allah nastikder hedayet deoyar age ei mollaguloke hedayet dao,Religious
amra ki musolman ar ki diye proman korte hobe je awamilig islamer dushmon,Religious
toke hotta kora prtiti muslimer jonya phorj,Crime
sakibalhasan ke diye mondir udwodhoner khushite indiyate kriketar dhoni ke diye goru jobai kore rashtriybhabe kanggali bhojer ayojon kora hok,Religious
ei odhom jati kokhon je koranhadis bujhoben allahoi bhalo jane,Religious
hindu dhormer kon mohilar swami more gele oi mohilakeo jibnt puriye maren apnara eta ki borbrta noyo,Religious
bharoter bhai tumi amader koran poro asole tumi kichui bujhte parona tomar gita poro tomader gita amra jodi porite pari tumra parona keno,Religious
indiyan hindugula asto beyadob ugro,Religious
sob ihudike merephela uchit chilo,Religious
dhormo rajniti shuru korechhen ekhon amakeo sei apnader byanano dhormo ke manote hobe rajniti rupe eta to hote pare na,Religious
apnar dhorme omusolimoderke hotojakorar nirdesh diyechhe apnader magikhor nobi mohommd ar allah,Religious
tui kiser nastiknastik hoteo lojik gyan lage tui to ihudider dalal takar binimoye sob dite paris,Religious
jishu jodi islam i holo islam ar khrishthan eder bibad keno,Religious
allah ei nasotik der apni dhngsh kore deno,Religious
71 telibhishon islam birodhi 92 musolmander deshe islam birodhi kotha bole tike thaka somobhob noyamar mone hoyo sokol musolmander boykot kora uchit,Religious
bharot jokhon bangladesher kache khelayo porajit hoyo bangladesher koti manusher mukhe hasi phute anondo pay khushi hoyo ar pakistan jodi bharotke dhongsho kore dey thik temon khushi hobe pura bangladesher jonogon pakistan egiyo jao bhort malaunder dhongsho kore dao,Religious
muslimer kache sob kichhur cheye namaj uttm ar awamiliger kache ajaner cheye hasinar bhashon uttm,Religious
uni bollen unar thakurda bangladesh desh theke geche tate amra onek khusi karon pagol chagol deshe na thakay bhalorbindrnath boro na bed krishno boro,Religious
dibakor amader bangladesh niye je bololo ekhane mondire goru jobai kora hoyoki bolbosamone thakle kaner niche ekta thappr martamo,Religious
tomader dhorme sudhu lucchami ar lucchami tomader debira biyer age sontaner ma hoyo chi,Religious
kukkhato nastik murtad lotiph siddikir drishtantmulok shasti chai dite hobe,Religious
nastikder sathe torko kora bokami karon era hol nastik mane kon kichhute era bishwas kore nasomoy ele era nijerai buje nibe,Religious
dukkho lage ykhon ekjon islami soinik hoyeo desher manusher kache rajakar si si ghuna lage,Religious
apnader mot murkhosori bhondo muslim ki jane mohabharot somporke,Religious
nasirnogrer ghotona somporke mtsyo o pranisompdomontri mo chhayedul hok bolen malauner bacchara bishoyti niye barabari korche ar e ghotonake phuliye phapiye prochar kore otirnjit koreche shangbadikra othocho ghotona kichhui noy dhonnobad emon montri bangladeshe aro chai montrike proshno korechilo shangbadikra ghotonar bichar hobe kina montri jobab diyechhen allare jigan giya upojela kormkortake ushokanir jonno dayi kora hole tini sangbadikder upor tere jano,Religious
prttekota mondir besyaghoro ar besya holo toder ma bonora ar toder makorsha debi durga seksi swrsoti ar aphrikan nigro debi kali,Religious
hindu bhaier gorur goborta beshi khaoya hoyeche,Religious
amader deshe kono nastik durniti baj der thai nei,Religious
nastik lotiph siddikir isyu dhamachapa dite ebar islam obomanona korlo arek nastik abdul gaphophar choudhuri,Religious
matro 6 mas purbe ebhabei shirki poddhtite poshu boli diye podma setur kaj shuru kora hoyechilo 6 maser bybodhanei nodigrbhe ta bilin hoye gel,Religious
tomar mayre chudisob nastiker mayre chudisob nastik maira shesh korumo,Religious
bolochhilam hojjbe jara jayo tara sobai bekar prodhanmontri chakri khaichhe ekhon ami nijei bekar,Religious
toder ma bon ra shiber nunu te tader dudh dhale ar go mut khay,Religious
seto oporer dhormer sathe sathe nijer dhormoke opoman korche,Religious
tin talake bicchhed noyo muchhe jak sngshoyo ekti dhormo birodhi slogan,Religious
tendu ganggu dhoni koli rhit puro bharot ese por toder sathe khela hobe dekhi tora koto korte paris pore dekha jabe shala malauner baccha malaun,Religious
nastik hooya theke allah hephajot koruk,Religious
bangladesher kichhu pagol chagol alem jakir naykoke pochhondo korena,Religious
buke orna nai tar jonno kono andolon nai hayre musolman,Religious
shib ekta dhorshok chilo se 60 hajar kumari meyeke dhorshon korechilo tai shib lingo dhorshner prtiko,Religious
malaun hijla der mara uchit,Religious
koran ar hadiser sathe kon mil pelam na mohiuddiner kothay,Religious
banglar pir pujari byabosayi alem namddhari oshikkhit bhikkukora birodhita kore tara muridi bebsha bondher vua pay,Religious
mashaallaho reference dite na parleo lojik diye darun bash dilen nastik asiphoke,Religious
islam ki obishwasi der nikrishto prani bole naislam ki bhinno moter manushke hotta korte bolena,Religious
se bijepi aresoes er kormise dangga badhanor jonno islam ke opoman kore bibhinno somoye sosyal media te gujob chhoriye jacchhe,Religious
hayre malu aro kotokichhu korbi tora taratari gjob asobe mone hoyo toder upor,Religious
inu bhai bhumikomper somoy nastikra kake dake are pagol bipoder somoy sobai allahorei dake,Religious
bhai apni ekti shikkhito manusher shonge alochona korben dhormo niye dibakor murkho kichhui janena koran sotto islam sottdhormo amin,Religious
ekosomoyosomosto debotara debotader sobhayo ekotro hoyechhilenswrgiyo beshyara nachgan korchilo sei upolokkhjeognidebota rmobhar sudrishyo nitombo dekhe abege uttejit hoye tar birjo ber kore deno,Religious
ihudira manush kharap,Religious
allah bole kichhu nei je dhorme onyke chhoto kore seta kono dhormo hote pare na,Religious
nastikra hijab oyala meye dhorshit hole bole esob bicchhinno ghotona ar hindu keu akranto hole bole rastar dhormo islam nishiddho kor,Religious
apni amader hindu somajoke niche namiye dilen dibakorda apnake bolochhiaponi amader dhormer byapare kichhui janen na,Religious
behesto jeno ekta potitaloy hujur behester bornna korte giye etake thik potitaloy baniye phelechheno,Religious
ei lathi dhormpran niriho manusher upor ei lathi gonotontrer upor,Religious
dur sala malayun pagol,Religious
asolo ekta khanki musolman maro bam sekhabo kon dukkho nai or duhkho bharot malaun morlo,Religious
khankir pula malaun er baccha jongli janeyar tor mare chodmu momotaj begom er rume khankir pula manush namer ekta shukor,Religious
musolmander dhormo niye kotha bolar age musolmander nunu puja bondho kortora jei shibolingge dudh dhele pujo koris seita asole musolmander lingg,Religious
rahul kebol matro koran mukhostho kore rekhechhe er moddhe ar kichhu nei,Religious
jara tader dhormogrontho porechhe ebong jane apni emon karo sathe kotha bolben na je nijer dhormogrontho poreni ojotha somoy nosto korchhen enader sathe bokobok kore,Religious
dhormnirpekkhtar nomuna bharoter moharashtre nishiddho holo goru jobai,Religious
tui islamer i janos na thik bangla bhasha bolte pare na abar oyaj korte aise,Religious
modi bishwer dosh number kukkhato sontrasi tar mukhe oi rokom nongra kothai asobe tora musolman der hingsa korichh otochh lokkho lokkho malaun musolman desh gulate jaiya kaj kam koriya jibon bachai ektu lojja shorom thaka uchit,Religious
chin to amader sottikarer bondhu ar bharot to amader shotru chirshotru kajei amader shoktir upor bhorsa kore labhonai upokar jodi kortei hoyo tobe chinoke korb malaunder noyo kothata monerakhis,Religious
amader musolimoder moddhe kichhu jaroj achhe name muslim kaje munaphik tader emaner bindu matrnei karon dhorme tader bap dadar kach theke peyechhe islam tader dhormo kintukintu iisolam dhormer dayitwbodh kiki toa jana dure thak islam ortho jane na boro duhkher bishoy era nijer musolimoder ontrbhukto dabi kore toder mukhe agu deya chara kichhu korar neiprtibad korar khomota nei ontt mon theke tader ghrina kor ta na kore somalochona kore ja proman kore malaunder proti bhalobasa musolimoder proti noyera malaunder der chheye kom noyo bo,Religious
tumi kibhabe jano hindu ra jahanname jabe,Religious
rahul bhai ami ekjon hindu hoye bolchi muphoti masud ekjon murkho eder mot murkhder kokhono bojhano jabe na ar apni oke baibel porte bolechen o porte pare,Religious
dibakor hindu sonaton dhormer lojja o kicchhu jane na kothar kono jukti nai,Religious
sala tui malauno toder hatotheke banglake punoruddhar nakora porjnto toder barabari komobeo na hindu nirjatonoo bondho hobena,Religious
sala tui malaun toder hatotheke banglake punoruddhar nakora porjnto toder barabari komobeo na hindu nirjatonoo bondho hobena,Religious
prithibite shodhu musolman thakbe onyo dhormer manushke thakle kolla kata hobe,Religious
toder moto nastik bujhbi morleallahor hukume onar bibah hoisemalaunder baccha tura bujhobina,Religious
toder hijra alla somokami kutta diya putki mara ney,Religious
diponkr dhormer bishoye prothom porashona koro tarpore dibete achho hindu dhormer jonno lojja,Religious
edesh awami malaunder dokhole edesh poradhin hote ar beshi deri nai jara ekhono bujh nai tarao bujhobe khub tara tari musolman hoiya malaun nirbachon kor malaune pokkhe jibon utsorgo kor awamilig tomogre golam banaiya chharbe dekhe nio bole gelamo,Religious
boka chhele bhul bhalo bochon dis shiboi shreshtho janis na,Religious
ek nastiker sathe alap hocchhil tinio ei mathamota ei mophacchhiler moto,Religious
dhormer abar somonwyo kijara kaphir tara kaphir,Religious
rashtrdhormo batiler bitorkit rit kharijer jonno koksbajar jamayater michhil,Religious
apnar dhormi to onoj dhormalombider ghrina korte shikhiyechhe,Religious
hindu kon dhormo guru onyo dhormo niya somalochona kore na kintu muslim dhormo gurura onyo dhormo niya somalochona kore kenore bhai nijer dhormo niya kotha bola jayo na,Religious
16108 joner hoga marche krishno 16108 joner nam ki tar mone achhe,Religious
jaroj malaunder biruddhe oikkboddho jihad ekhon somoyer dabirabbul alamin bhaider shahadat kobul koruno,Religious
pherdousi priybhashini moira gele porabe na kobor dibe,Religious
deloyar bharoter malaun der pesabokheye bangladesh pakistan beche achhe boro kotha bolisoken lojja lage na,Religious
e loker motje pobitro koran somporke obhiggno se nastikder sathe torke jabendatobhangga uttor diben,Religious
ai dekhiye deb ebar muslim der ke ebar jobai korbojoyo shi ra,Religious
rikoshayo chepe dhakona diye kharap kaj kora haram,Religious
amar mone hoyo rahul bhaiyer ei pagol hindu der sathe kotha bola uchit na karon se sudu bolte eseche se sunote aseni,Religious
prithibir sobodhormei aga kate cristan ra kate bouddho ra kate ihudi rao kate,Religious
bidhormi staile poshu jobai kore podmayo bhasiye diye shuru kora holo podma setur kaj osamprdayik bole kotha,Religious
bhai plij nastik ba onyo dhormer lokoder sathe doya kore ebhabe bitorke joraben na,Religious
dekhay obosthan rt sokol bouddho malaunder hotta korar ahoban janiyechhen juktrajyo prbasi netribrind,Religious
dibakor manobe jongi ar es es er kotha manobe na bed na manobe gita gandhi hol atngbadi modi desh bhokto,Religious
islam hocche arber ugrobadi ar nari bidweshi dhormo hindura hocche kusngskare champiyno,Religious
bhaggnis toder britishora sobho korechhilo ar ekhon asochhis tui onyer dhormo niye kotha bolte sala gomutrkhor,Religious
jodda khor saiphollah kiser alemo,Religious
malaun kabhi nehi chaccha,Religious
tetul hujur bouyer joni chuse bujholo je tok,Religious
apnar ggnaner komoti achhe tomar dhormogrontho theke tumi bolo mukh baji cholobe na oke,Religious
tor maiyare niya ami khelomu ei piche ayo sala malaun,Religious
ei kukur bhalo hoye janoile allahor bichar shuru hole rokkha pabina,Religious
bortoman ahlig manei jeno nirlojjo mithyachari,Political
mahi chhouh poribar batpar,Personal
tor mot chagole kotha bangte ekhon ar bishwas kore na re,Political
shapola chotwrer mul ghotonar sathe bnpr chokranto chilo,Political
aborarer hotta kari shekh hasina takeo dhor,Political
ei sotto kotha bolar karne apnake awamilig rajakar bolle amader kichhui korar nei sar,Political
mahi shuyorer baccha otistik joyer ejento,Political
mahir achorne chagoler 3 number bacchar mot lagche,Political
tarek chorake deshe phiranor mot joro ekhon shadhinota birodhi rajakarder achhe boleto mone hoyo na karon desher manusher kache tader mukhoshoto khule geche je tar bap chilo pakider bangladeshi ejento,Political
dekhun etao hoyto bi en pi o jamat shibirer sorjontr hote pare,Political
bi en pi doloti purayo oshikhito shalar shalara,Political
ei kangkir chhele rajakar sobai to kuttalig kore ei kotha tui janis na,Political
madari mahi tui ki bhodro,Personal
jubolig kore manusher kkhtikora chara ar kono kaje lage na,Political
ei ghotonar ontrale jamayat shibirer bhumika royeche keu rag korben na ektu phan korlam,Political
kothay kothay awami alochokera chatro shibir chatro dol er kormkander sathe chatroliger tulona kora hoyokintu shibir ke jongi bolleo chatro lig ke ken jongi bola hobe na,Political
mahi je bekti ekta membar houyar juggo na beta beshi potor potor kore,Political
ami rajakarer jodi chhele hoyo tor make jigais toi kar chhele,Political
somprti jamayater amir jonab mokobul ahomad doler amir nirbachit houyar por tara ratarati take rajakar baniye chharchhen nirlojjo banoyat kalpnik gajakhuri glpbaji shuru korechhen,Political
bhai kuttaliger dalali chharen sottke prokash koren jatir jonok hol jiyaur rohoman,Political
eder ke rajakar upadhi deya hok,Political
tui koyta bhot pabi re bnp er sathe na thakle tor mot boyadob nai path,Political
bangladesher sobceye ojogyo mp momotajo,Political
ek pashe jodi tarek jiya ar pashe sojib oyajedojoyo ke duti bakso niya bosai di tahole proman hoye jabe ke beshi jonopriyo,Political
naraynognjo siti nirbachone rajakarder pokkhe noyo muktijuddher pokkher shoktike bhot din,Political
rajakar bhata deoyar jonno sorkarke oami onurodh janacchhi dekhi deshe koyjon muktijoddha paoya jayo,Political
shot cheshta kore tumi byangk dakat hote parbe tobe tarek jiya hote parbe na,Political
shala tui holi khathi rajakare aolad,Political
bal choudhuri eto kotha bole kkan sorkarer dalal,Political
rajakarer sontanora etai proman je alla pakh take bachiye rakhben inosha allahro,Political
khuni jiya jodi namort tobe banglar sobadhinota thakotona,Political
kire kiboriya rajakar hoye geli naki,Political
erporeo ekodol kulangagar bolobe awami lig muktijuddher sopokkher lok,Political
apni je desher jonno kaden seta nishyo pakishan apnar mot shikkhok jeno bangladeshe ar na jonmhoyo mae kichudin hoyo jon niriho gribh manushke agune puriye merechhen hoyto hitolarer mot vule gechhen apni jotoguli chhae baniyechhen soboguli rajakar hoyeche apnar mot sommanit osot amader somaje jonmabe kolpnao kora osombhb lakh shohider bangladeshe aponarmot nirbud norpisas thakar kothachhilona apnake lalosobujer deshe manay na kadu kamu salu jamur mot rastadhorle banglar manush khusihot deshe sob oshringkholar mule apnar mot sutopora omanushorai mul kar,Political
phulobariya college niye alochonar dabi rakhi alochit rajakar musolem uddin edbhoket empi kun juktite hajar tinosh chhatrer empio bhukto phulobariya bisshobiddaloy college bad diye chhatrir nobyo chalu kora mohila college sorkari korlen tar bistarit alochona hok,Political
mahi tui ekta haioyan,Political
